age,workclass,fnlwgt,education,education_num,name,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
42,Private,66006,10th,6,x768905657,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0
21,NA,242736,Assoc-acdm,12,x603790708,Never-married,NA,Own-child,White,Female,0,0,40,United-States,0
29,State-gov,118520,HS-grad,9,x886718161,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,0
23,Local-gov,157331,Bachelors,13,x342753425,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,22966,Bachelors,13,x302772372,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
57,Private,353881,HS-grad,9,x637664037,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
49,Private,125892,HS-grad,9,x795978214,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
42,Private,355728,Assoc-voc,11,x388738064,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0
27,Local-gov,85918,Bachelors,13,x670062567,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,68,United-States,0
20,Private,182342,Some-college,10,x325484648,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
31,Local-gov,224234,HS-grad,9,x812949358,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
42,Private,104647,HS-grad,9,x022928551,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
21,Private,187088,Some-college,10,x185120583,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20,Cuba,0
49,Self-emp-inc,122066,Some-college,10,x886343176,Divorced,Sales,Not-in-family,White,Male,0,0,25,United-States,0
19,Private,45381,Some-college,10,x856134295,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,0
60,Private,225014,HS-grad,9,x524129325,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,111985,HS-grad,9,x152088780,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
36,Private,134367,HS-grad,9,x552475349,Divorced,Other-service,Own-child,White,Female,0,0,30,United-States,0
57,Private,107443,1st-4th,2,x988083806,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,0
21,Private,211013,Assoc-voc,11,x814223419,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,50,Mexico,0
26,Private,247025,HS-grad,9,x095474820,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,0
39,Private,252327,7th-8th,4,x358437954,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,0
41,Self-emp-inc,423217,Bachelors,13,x943076233,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
24,Private,136687,HS-grad,9,x098773978,Separated,Machine-op-inspct,Unmarried,Other,Female,0,0,40,United-States,0
57,Private,301514,HS-grad,9,x734987496,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
21,Private,211391,Some-college,10,x557810854,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States,0
31,Local-gov,94991,HS-grad,9,x249334941,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
34,Private,220840,5th-6th,3,x664319257,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,0
40,Self-emp-inc,104235,Masters,14,x783188240,Never-married,Other-service,Own-child,White,Male,0,0,99,United-States,0
21,NA,403860,Some-college,10,x111083487,Never-married,NA,Own-child,White,Male,0,0,40,United-States,0
58,Private,218724,7th-8th,4,x560573498,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
22,NA,199426,Some-college,10,x138581813,Never-married,NA,Not-in-family,White,Female,0,0,40,United-States,0
17,Private,160049,10th,6,x965550255,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,0
39,Private,342642,HS-grad,9,x478777573,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,0
20,Private,190227,Masters,14,x443418507,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,0
26,Private,226196,HS-grad,9,x863138626,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
30,Private,67187,HS-grad,9,x102960369,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0,0,8,United-States,0
32,Private,45796,Some-college,10,x739557600,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
38,Private,54317,Some-college,10,x843635530,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,0
46,Private,585361,9th,5,x765975350,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
35,Private,159179,Some-college,10,x828192609,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
48,State-gov,78529,Masters,14,x776029682,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0
55,Private,266343,HS-grad,9,x278856421,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,0
23,Private,197200,Bachelors,13,x425922875,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,0
50,Local-gov,74660,Some-college,10,x816257895,Widowed,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
35,Private,175232,HS-grad,9,x738964524,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,0
36,Private,325374,Some-college,10,x197260541,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,193122,HS-grad,9,x878955822,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
31,Private,162160,HS-grad,9,x934107087,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,0
22,State-gov,255575,Assoc-acdm,12,x826482708,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,0
20,Private,162688,Assoc-voc,11,x979622780,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
37,Self-emp-inc,126569,Bachelors,13,x138216352,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
20,State-gov,214542,Some-college,10,x367019003,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
44,Private,267790,9th,5,x853412165,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
50,Private,421561,Some-college,10,x687015790,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
28,Local-gov,138332,Doctorate,16,x441879238,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
25,Private,141876,HS-grad,9,x922211226,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
51,Private,293802,5th-6th,3,x399911789,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,52,United-States,0
30,Private,27153,HS-grad,9,x229394501,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
24,Private,236696,HS-grad,9,x468501078,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
24,Private,493034,Bachelors,13,x615362129,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0
24,Private,329852,HS-grad,9,x672974559,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
20,Private,163665,Some-college,10,x023517497,Never-married,Transport-moving,Own-child,White,Female,0,0,17,United-States,0
54,Self-emp-not-inc,57101,HS-grad,9,x048500642,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
42,Private,112607,HS-grad,9,x712374556,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
48,Self-emp-not-inc,191389,Some-college,10,x304297535,Separated,Sales,Unmarried,White,Female,0,0,50,United-States,0
24,Private,498349,Bachelors,13,x448462368,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,0
48,Private,46677,Assoc-acdm,12,x440101907,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,0
20,Private,105479,Some-college,10,x102477022,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0
21,Private,253583,HS-grad,9,x993967645,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
23,Private,91658,Some-college,10,x196942602,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
47,Private,88564,5th-6th,3,x994953530,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,0
30,Private,147430,HS-grad,9,x746680023,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
56,NA,119254,10th,6,x803790769,Divorced,NA,Not-in-family,White,Female,0,0,40,United-States,0
36,Private,138441,Some-college,10,x318910147,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
26,Self-emp-not-inc,231714,HS-grad,9,x538284978,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
61,Self-emp-not-inc,268831,HS-grad,9,x458411584,Married-civ-spouse,Sales,Husband,White,Male,0,0,53,United-States,0
61,Local-gov,260167,HS-grad,9,x132601821,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
41,Private,469454,Some-college,10,x169979935,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
43,Private,105119,HS-grad,9,x594056877,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
31,Private,182237,10th,6,x033137618,Separated,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
60,Private,389254,HS-grad,9,x662200670,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19,Private,194260,Some-college,10,x697864226,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
64,NA,34100,Some-college,10,x108229486,Widowed,NA,Not-in-family,White,Male,0,0,4,United-States,0
40,Private,379919,Some-college,10,x338357921,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
34,Private,143582,Some-college,10,x258956511,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Japan,0
17,NA,256173,10th,6,x353614514,Never-married,NA,Own-child,White,Female,0,0,15,United-States,0
19,Private,292590,HS-grad,9,x201936288,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,25,United-States,0
36,Private,141420,Bachelors,13,x075974811,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,0
41,Private,291965,Some-college,10,x510203135,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,0
59,NA,147989,HS-grad,9,x306652599,Widowed,NA,Not-in-family,White,Female,0,0,35,United-States,0
31,State-gov,77634,Preschool,1,x551670176,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,0
63,Private,174826,HS-grad,9,x923072560,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
80,Self-emp-not-inc,26865,7th-8th,4,x920001412,Never-married,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,0
27,Private,153078,Prof-school,15,x550063587,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
58,Local-gov,294313,Some-college,10,x978263675,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,55,United-States,0
44,Private,335248,Some-college,10,x767381123,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,188171,Assoc-acdm,12,x267912925,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,0
29,Local-gov,152461,Bachelors,13,x716397427,Never-married,Tech-support,Not-in-family,White,Female,0,0,42,United-States,0
21,Self-emp-not-inc,304602,Assoc-voc,11,x559307163,Never-married,Farming-fishing,Own-child,White,Male,0,0,98,United-States,0
44,Private,182370,HS-grad,9,x026834655,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
18,NA,200525,11th,7,x028473224,Never-married,NA,Own-child,White,Female,0,0,25,United-States,0
35,NA,273558,Some-college,10,x597829940,Never-married,NA,Not-in-family,Black,Male,0,0,30,United-States,0
55,Private,92215,HS-grad,9,x049482126,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
24,Private,88095,Some-college,10,x983789562,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,24,Mexico,0
36,Self-emp-inc,102729,Assoc-acdm,12,x554266857,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,0
30,Local-gov,169020,Bachelors,13,x164221349,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
42,Self-emp-not-inc,126614,Bachelors,13,x310157935,Divorced,Exec-managerial,Not-in-family,Other,Male,0,0,30,Iran,0
25,Private,117827,Some-college,10,x566401859,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
31,Private,118399,11th,7,x100917699,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23,Private,162228,Bachelors,13,x821712097,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,0
26,Private,107827,HS-grad,9,x818859832,Never-married,Other-service,Unmarried,White,Male,0,0,25,United-States,0
40,State-gov,31627,Bachelors,13,x985891962,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,0
49,Private,93639,Bachelors,13,x406003928,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,0
18,NA,97474,HS-grad,9,x814192620,Never-married,NA,Own-child,White,Female,0,0,20,United-States,0
21,NA,155697,9th,5,x972819521,Never-married,NA,Own-child,White,Male,0,0,42,United-States,0
62,NA,263374,Assoc-voc,11,x654270670,Married-civ-spouse,NA,Husband,White,Male,0,0,40,Canada,0
63,Private,45912,HS-grad,9,x091932741,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,0
31,Private,226443,Bachelors,13,x395474577,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
34,Private,220362,Bachelors,13,x234880234,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
22,State-gov,24395,Some-college,10,x170834927,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,0
33,Private,356015,HS-grad,9,x687728416,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,Hong,0
58,Self-emp-not-inc,99141,HS-grad,9,x665619267,Divorced,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,0
42,Private,204235,HS-grad,9,x198896287,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
49,Private,255466,Some-college,10,x077115536,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
26,Private,164488,Bachelors,13,x520105611,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,10,United-States,0
28,Private,478315,Bachelors,13,x334852683,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
42,Private,66118,Some-college,10,x873562359,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,427686,1st-4th,2,x307845087,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,0
41,Private,144460,Some-college,10,x945586698,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,Italy,0
32,Private,188246,HS-grad,9,x063096745,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
49,Private,189462,HS-grad,9,x673794993,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
36,Private,250807,11th,7,x863437319,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,0
58,State-gov,200316,HS-grad,9,x173934186,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
52,Local-gov,143533,7th-8th,4,x548455964,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,0
61,Private,98776,11th,7,x098974924,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,30,United-States,0
42,Self-emp-not-inc,217597,HS-grad,9,x328573612,Divorced,Sales,Own-child,White,Male,0,0,50,NA,0
25,Private,403788,HS-grad,9,x639972767,Never-married,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,0
71,Private,138145,9th,5,x262932913,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
36,Private,131459,7th-8th,4,x748116573,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
45,Local-gov,119199,Assoc-acdm,12,x185187212,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,0
37,Private,198216,Assoc-acdm,12,x805753154,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
43,Self-emp-not-inc,27242,Some-college,10,x108054645,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
22,Private,310152,Some-college,10,x938141453,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
58,Private,151910,HS-grad,9,x918269523,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
22,Private,119592,Assoc-acdm,12,x378245924,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2824,40,NA,1
38,Private,175360,10th,6,x815768173,Never-married,Prof-specialty,Not-in-family,White,Male,0,2559,90,United-States,1
41,Private,132222,Prof-school,15,x155049716,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,1
55,Self-emp-inc,124137,Prof-school,15,x985696819,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,35,Greece,1
55,Self-emp-inc,227856,Bachelors,13,x218377034,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,1
42,Private,154374,Bachelors,13,x429618106,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,1
41,NA,27187,Assoc-voc,11,x732646071,Married-civ-spouse,NA,Husband,White,Male,0,2415,12,United-States,1
41,Self-emp-inc,151089,Some-college,10,x204471247,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,55,United-States,1
37,Self-emp-inc,30529,Bachelors,13,x576128170,Married-civ-spouse,Sales,Husband,White,Male,0,2415,50,United-States,1
39,Self-emp-inc,143123,Assoc-voc,11,x274573512,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2415,40,United-States,1
39,Private,237713,Prof-school,15,x991472068,Married-civ-spouse,Sales,Husband,White,Male,0,2415,99,United-States,1
59,Private,81929,Doctorate,16,x397700149,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1
47,Self-emp-inc,102308,Prof-school,15,x854786351,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1
68,NA,257269,Bachelors,13,x712111234,Married-civ-spouse,NA,Husband,White,Male,0,2377,35,United-States,1
69,Private,228921,Bachelors,13,x094983983,Widowed,Prof-specialty,Not-in-family,White,Male,0,2282,40,United-States,1
49,Local-gov,102359,9th,5,x272479034,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,1
27,Local-gov,92431,Some-college,10,x036201773,Never-married,Protective-serv,Not-in-family,White,Male,0,2231,40,United-States,1
70,Private,282642,HS-grad,9,x502073828,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States,1
42,Local-gov,111252,Masters,14,x554382819,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
48,Private,331482,Prof-school,15,x435524030,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,1
55,Private,153484,Masters,14,x813274709,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
51,Private,252903,10th,6,x808641607,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,1
58,State-gov,194068,Masters,14,x955653644,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1
43,Self-emp-inc,221172,Prof-school,15,x789543870,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,1
43,Private,118308,Bachelors,13,x547630423,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1
52,Private,23780,Assoc-voc,11,x103772664,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,1
40,Self-emp-not-inc,284706,Prof-school,15,x883016482,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States,1
42,Self-emp-inc,130126,Bachelors,13,x855594180,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,1
52,Private,139671,Some-college,10,x049636146,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
46,Private,167515,Some-college,10,x601081665,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1
51,Private,199688,Bachelors,13,x016115364,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,NA,1
45,Private,225456,Bachelors,13,x251689483,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,1
53,Self-emp-not-inc,100109,Masters,14,x099985155,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
39,Self-emp-inc,135500,HS-grad,9,x067606955,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
41,Private,137126,Bachelors,13,x629687732,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,1
34,Private,345705,Bachelors,13,x660688364,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,1
59,Private,170104,Bachelors,13,x999760411,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
54,Private,308087,Some-college,10,x380414103,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,18,United-States,1
48,Self-emp-not-inc,191277,Doctorate,16,x581941957,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,1
36,Private,156667,Bachelors,13,x179543117,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,1
41,Private,106900,Bachelors,13,x107459992,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,United-States,1
32,Self-emp-inc,161153,HS-grad,9,x803466489,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,55,United-States,1
31,Self-emp-not-inc,325355,Bachelors,13,x071462973,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,1
46,Local-gov,114160,Masters,14,x159552163,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,1
46,Local-gov,398986,Doctorate,16,x864848486,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,52,United-States,1
54,State-gov,103179,Doctorate,16,x812449234,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1
39,Private,284166,Bachelors,13,x036005857,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,1
35,Private,139364,HS-grad,9,x228929104,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,1
38,Private,189623,Bachelors,13,x523394452,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,1
53,Federal-gov,173093,Some-college,10,x520932632,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1887,40,Philippines,1
30,Local-gov,226443,Masters,14,x001831178,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,45,United-States,1
37,Local-gov,218184,Bachelors,13,x588251759,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,1
58,Private,222247,10th,6,x898426216,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,1
52,State-gov,254285,Doctorate,16,x907678023,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,Germany,1
50,Private,150876,HS-grad,9,x859494095,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,55,United-States,1
38,Self-emp-not-inc,122493,10th,6,x573115491,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,1
36,Private,180667,HS-grad,9,x603517973,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60,United-States,1
40,State-gov,174283,Doctorate,16,x714661691,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,1
35,Self-emp-inc,111319,Assoc-acdm,12,x107393746,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,1
45,Private,126889,Bachelors,13,x562653807,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,1
55,Private,110748,Bachelors,13,x382659882,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,1
23,Private,143003,Masters,14,x898341836,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1887,50,India,1
44,Private,216907,Assoc-acdm,12,x254966685,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,1
38,Private,172571,Bachelors,13,x970128055,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,1
58,Private,156040,Assoc-acdm,12,x917037813,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1848,40,United-States,1
45,Private,223999,9th,5,x526380384,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,40,United-States,1
26,Private,366219,HS-grad,9,x882880694,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1848,60,United-States,1
45,Private,196584,Assoc-voc,11,x588595030,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,1
34,Private,98283,Prof-school,15,x120744649,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,1564,40,India,1
37,Private,176756,Some-college,10,x913444317,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1485,70,United-States,1
53,Self-emp-inc,263925,HS-grad,9,x122829196,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,1
51,Private,44000,Masters,14,x998654615,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,50,United-States,1
46,Local-gov,222115,Bachelors,13,x298069284,Divorced,Adm-clerical,Not-in-family,White,Female,99999,0,40,United-States,1
28,Private,37359,Assoc-voc,11,x262092279,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1
24,NA,151153,Some-college,10,x920397486,Never-married,NA,Not-in-family,Asian-Pac-Islander,Male,99999,0,50,South,1
36,Self-emp-inc,216711,HS-grad,9,x637898138,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,NA,1
52,Self-emp-inc,334273,Doctorate,16,x772328804,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,1
50,Self-emp-inc,158294,Prof-school,15,x133670959,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States,1
61,NA,139391,Some-college,10,x445948166,Married-civ-spouse,NA,Husband,White,Male,99999,0,30,United-States,1
74,Private,188709,Prof-school,15,x535439587,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1
58,NA,266792,Some-college,10,x336567310,Married-civ-spouse,NA,Husband,White,Male,99999,0,40,United-States,1
65,Private,105491,Bachelors,13,x382682361,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1
53,Private,124076,Doctorate,16,x894901062,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,37,United-States,1
42,Self-emp-not-inc,269733,Masters,14,x417451339,Married-civ-spouse,Sales,Husband,White,Male,99999,0,80,United-States,1
39,Private,237943,Bachelors,13,x891616475,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,70,United-States,1
45,Private,148995,Doctorate,16,x851672398,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,30,United-States,1
55,Private,115439,Prof-school,15,x408980148,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1
